"CITING","CITED"
3889618,3680346
3889618,3773005
3889618,3797430
3889619,929139
3889619,2091775
3889619,2773469
3889619,3109402
3889619,3387581
3889619,3785322
3889620,2126665
3889620,2170914
3889621,3487957
3889621,3536023
3889621,3536351
3889621,3577951
3889621,3785511
3889622,3055331
3889622,3171379
3889622,3365891
3889622,3504649
3889622,3590762
3889623,1197181
3889623,2743698
3889623,3035409
3889623,3183878
3889623,3273333
3889623,3776173
3889624,2244217
3889624,2355842
3889624,2470874
3889624,2983246
3889624,3035538
3889624,3802377
3889625,3072090
3889625,3253480
3889625,3602181
3889626,1236511
3889626,2203039
3889626,2306664
3889626,3177841
3889626,3631834
3889627,1038291
3889627,2768602
3889628,1361007
3889628,2324455
3889628,3055339
3889628,3111431
3889628,3266459
3889629,379004
3889629,1892267
3889629,2355930
3889629,2581775
3889629,2961946
3889629,2965020
3889629,3196784
3889629,3239871
3889629,3356071
3889629,3505951
3889629,3632382
3889630,2746421
3889630,2796164
3889630,2950805
3889630,3166176
3889630,3231061
3889630,3279360
3889630,3469670
3889630,3496863
3889630,3563170
3889630,3567043
3889630,3616778
3889631,2600253
3889631,3309217
3889631,3746516
3889631,3829983
3889632,1003441
3889632,2369155
3889632,2804976
3889632,2824029
3889632,2997979
3889632,3046157
3889632,3131917
3889632,3236205
3889632,3297475
3889632,3673984
3889632,3752691
3889633,2101427
3889633,2428965
3889633,2988043
3889633,3554163
3889634,1845317
3889634,2040514
3889634,2555673
3889634,2558734
3889634,2618575
3889634,2659343
3889634,2846975
3889634,3032813
3889635,3522792
3889635,3664294
3889635,3692592
3889635,3697330
3889635,3707137
3889635,3791344
3889636,2558376
3889636,2827394
3889636,3327948
3889636,3339840
3889636,3342415
3889636,3347469
3889636,3496911
3889636,3498540
3889636,3551178
3889636,3575344
3889636,3637135
3889637,3257223
3889637,3328193
3889637,3599605
3889637,3654893
3889637,3674532
3889637,3719165
3889638,2715067
3889638,2841113
3889638,2849981
3889638,2867055
3889638,3115864
3889638,3533811
3889638,3545404
3889639,2944513
3889639,3641982
3889639,3727579
3889639,3738491
3889640,1558709
3889640,2568519
3889640,3179085
3889640,3428028
3889640,3611999
3889640,3613642
3889641,3147743
3889641,3182719
3889641,3766892
3889641,3811498
3889642,245557
3889642,659623
3889642,769682
3889642,1821683
3889642,2359816
3889642,2688315
3889642,2828723
3889642,3134366
3889642,3242910
3889642,3292598
3889642,3388692
3889643,3688748
3889644,2691366
3889644,3074389
3889644,3089471
3889644,3353522
3889644,3420215
3889644,3491731
3889644,3547086
3889644,3769948
3889645,1780443
3889645,1864699
3889645,3464395
3889645,3630178
3889645,3703344
3889646,2067612
3889646,3707952
3889647,3099330
3889647,3601103
3889647,3648798
3889647,3651460
3889647,3702603
3889647,3745982
3889648,3478512
3889648,3695242
3889648,3699935
3889648,3717174
3889648,3724430
3889648,3724433
3889649,1500103
3889649,1735694
3889649,1847457
3889650,3020897
3889650,3087001
3889650,3200803
3889650,3203412
3889650,3219878
3889650,3253185
3889650,3277875
3889650,3291108
3889650,3328614
3889650,3370190
3889650,3390669
3889650,3473061
3889650,3550572
3889650,3554179
3889650,3675635
3889651,3169212
3889651,3563219
3889652,1117961
3889652,2375314
3889652,2504525
3889652,3009703
3889652,3209694
3889653,1519673
3889653,1724209
3889653,2291145
3889653,2521866
3889653,2607335
3889653,2862666
3889653,2883948
3889653,3076604
3889653,3171400
3889653,3189017
3889653,3695250
3889654,3150658
3889654,3214567
3889654,3327701
3889654,3450125
3889654,3474226
3889655,1287318
3889655,1907265
3889655,2008805
3889655,2909172
3889656,2616415
3889656,2652825
3889656,3068742
3889657,2531730
3889657,3169528
3889657,3230949
3889657,3542031
3889657,3661144
3889657,3721244
3889657,3769980
3889657,3774612
3889657,3774613
3889657,3777743
3889658,3039468
3889658,3158133
3889658,3158134
3889658,3297020
3889658,3308667
3889658,3515124
3889658,3589360
3889659,3384075
3889659,3554187
3889659,3599628
3889659,3606882
3889660,1781735
3889660,2089432
3889660,2228983
3889660,3082761
3889660,3154068
3889660,3304939
3889660,3319624
3889660,3363260
3889660,3420225
3889660,3757776
3889660,3808706
3889661,2236842
3889661,3071129
3889661,3275814
3889661,3417746
3889661,3532088
3889661,3779233
3889662,3068772
3889662,3556085
3889663,998996
3889663,3094117
3889663,3276045
3889664,30601
3889664,1089305
3889664,1650650
3889664,2835247
3889664,3548817
3889665,2313207
3889665,3030951
3889665,3045717
3889665,3192949
3889665,3225760
3889665,3239881
3889665,3435826
3889665,3707146
3889665,3741204
3889666,3516403
3889666,3590816
3889666,3777748
3889667,2734503
3889667,3625205
3889668,3315671
3889668,3469268
3889668,3526222
3889668,3707734
3889668,3724453
3889668,3737923
3889669,3446207
3889669,3522816
3889669,3566387
3889669,3754550
3889670,1061539
3889670,1224180
3889670,2543426
3889670,2700384
3889670,3587574
3889670,3786809
3889671,302949
3889671,747742
3889671,958569
3889672,514448
3889672,2770232
3889672,3006336
3889672,3166068
3889673,2400722
3889673,3171412
3889673,3306291
3889673,3336924
3889673,3370588
3889673,3416528
3889673,3469581
3889673,3677245
3889674,1456469
3889674,2896622
3889674,3052240
3889674,3070094
3889674,3464412
3889674,3477431
3889674,3477432
3889675,3109426
3889675,3116747
3889675,3469582
3889675,3645497
3889675,3749090
3889676,2792837
3889676,2892458
3889676,2930377
3889676,2936760
3889676,3053257
3889676,3459175
3889676,3633586
3889676,3634924
3889677,2074223
3889677,3032037
3889678,3024207
3889678,3094494
3889678,3194727
3889678,3241553
3889678,3457198
3889678,3607799
3889678,3699965
3889678,3801675
3889679,3345243
3889679,3441024
3889679,3749627
3889680,3298371
3889680,3369550
3889680,3542029
3889680,3786814
3889681,3651813
3889681,3702114
3889681,3739956
3889681,3823718
3889682,2769445
3889682,3113688
3889682,3319628
3889682,3494351
3889682,3542031
3889682,3610242
3889682,3661144
3889682,3774613
3889683,3144654
3889683,3175556
3889684,1473506
3889684,1567931
3889684,1927751
3889684,1964962
3889684,2072564
3889684,3815610
3889685,3435826
3889685,3635223
3889685,3640282
3889685,3799173
3889686,2919697
3889686,3392722
3889686,3726283
3889686,3736939
3889686,3811448
3889687,2703582
3889687,3288142
3889687,3769982
3889688,2457244
3889688,2586940
3889688,3693624
3889689,2344106
3889689,2432074
3889689,3006767
3889689,3256888
3889689,3612065
3889689,3710803
3889690,44414
3889690,55321
3889690,683339
3889690,1157771
3889690,1582670
3889690,2467002
3889690,2549727
3889690,2717607
3889690,3211158
3889690,3394710
3889690,3402723
3889690,3476119
3889690,3528435
3889690,3804100
3889691,3046994
3889691,3426763
3889691,3460543
3889691,3724469
3889692,2655924
3889692,3476122
3889692,3610257
3889693,2753434
3889693,3516424
3889693,3702616
3889694,1490479
3889694,3605761
3889694,3612071
3889694,3694819
3889695,1199144
3889695,1464089
3889695,1845380
3889695,2736325
3889695,2907334
3889695,3032042
3889695,3037261
3889695,3472246
3889695,3483875
3889696,17639
3889696,2258562
3889696,2703581
3889696,2747590
3889696,2972352
3889696,3070104
3889696,3414249
3889697,3134386
3889697,3384098
3889697,3621856
3889698,574091
3889698,809516
3889698,1219905
3889698,2297150
3889698,2393415
3889698,2568362
3889698,2661752
3889698,2698178
3889698,3213868
3889699,3079908
3889699,3263669
3889700,269317
3889700,2118165
3889700,2625946
3889700,2698496
3889700,2810391
3889701,1801749
3889701,1985207
3889701,3095894
3889702,3520313
3889702,3757864
3889703,3111133
3889703,3494370
3889703,3774807
3889704,117750
3889704,264197
3889704,462654
3889705,2679333
3889705,2707033
3889705,2871870
3889705,2925823
3889705,3148745
3889705,3292661
3889705,3477611
3889705,3612083
3889706,913000
3889706,1955742
3889706,3425447
3889706,3473531
3889706,3610273
3889707,3126906
3889707,3253996
3889707,3375162
3889708,3177513
3889708,3220432
3889708,3463448
3889708,3580539
3889709,1907162
3889709,3112764
3889709,3522999
3889710,797739
3889710,1412473
3889710,1506012
3889710,2547377
3889710,3247866
3889710,3664371
3889711,3636964
3889711,3680590
3889711,3698413
3889711,3747637
3889711,3767161
3889711,3768521
3889712,2854027
3889712,3012752
3889712,3185179
3889712,3314644
3889712,3475002
3889712,3512944
3889712,3664372
3889712,3788599
3889713,2875782
3889713,3158901
3889713,3181469
3889713,3349800
3889713,3650641
3889713,3682575
3889713,3749525
3889713,3768376
3889714,2993616
3889715,1110008
3889715,2810233
3889715,2937662
3889715,3007208
3889715,3144881
3889715,3528456
3889715,3559660
3889715,3563825
3889715,3636985
3889716,2486387
3889716,3297055
3889716,3323553
3889717,644794
3889717,3498335
3889717,3610289
3889718,2496230
3889718,2713875
3889719,1222524
3889719,1316159
3889719,1593980
3889719,3428095
3889720,2687148
3889720,3228427
3889720,3807460
3889721,2944571
3889721,3155118
3889722,59767
3889722,2082896
3889722,3587667
3889723,2248872
3889723,2501394
3889724,220609
3889724,1747129
3889724,2027830
3889724,3693673
3889725,2154175
3889725,2168841
3889726,2666564
3889726,2958346
3889726,3580302
3889726,3826293
3889727,632175
3889727,1007358
3889727,3257040
3889727,3498344
3889727,3750721
3889728,2803269
3889728,2927607
3889728,3073343
3889728,3409046
3889729,2948311
3889729,3371692
3889729,3443611
3889729,3498350
3889729,3542099
3889729,3618647
3889729,3623521
3889729,3643711
3889729,3734152
3889730,2502177
3889730,2989947
3889730,3004522
3889730,3192378
3889731,488167
3889731,720628
3889732,2051940
3889732,2935108
3889732,3111153
3889732,3207298
3889732,3730382
3889733,1062635
3889733,1131399
3889733,1447515
3889733,3311148
3889733,3348596
3889734,3049162
3889734,3180391
3889734,3635273
3889735,1046969
3889735,1271686
3889735,3098516
3889735,3516466
3889736,3232333
3889736,3234996
3889736,3236289
3889736,3314551
3889736,3403720
3889736,3458242
3889736,3590754
3889737,2148223
3889737,2793412
3889737,2857641
3889737,3259949
3889737,3707029
3889738,2340945
3889738,2354762
3889738,2596399
3889738,3093193
3889739,3216076
3889739,3658979
3889740,3372731
3889740,3442322
3889740,3756304
3889740,3765470
3889740,3773102
3889741,2250561
3889741,2688168
3889741,3063310
3889741,3674083
3889742,3009684
3889742,3125157
3889742,3470708
3889743,3552466
3889744,2670934
3889744,2750159
3889744,2821369
3889744,2965358
3889744,3112184
3889744,3294159
3889744,3367404
3889744,3424240
3889744,3435893
3889744,3582301
3889745,1521880
3889745,1834070
3889745,1898713
3889745,2994123
3889745,3256593
3889745,3468009
3889745,3507026
3889745,3631922
3889746,2218097
3889746,2600595
3889747,3032125
3889747,3179179
3889747,3211224
3889747,3313345
3889747,3319981
3889747,3496999
3889747,3502143
3889747,3643751
3889747,3743013
3889747,3785445
3889748,3268006
3889748,3312283
3889748,3610336
3889748,3732928
3889749,2611437
3889749,2671510
3889750,2498791
3889750,2998073
3889750,3289766
3889751,3126908
3889751,3273588
3889751,3348566
3889751,3603394
3889751,3741249
3889751,3814181
3889752,1067803
3889752,1708869
3889752,2856010
3889752,2960369
3889752,3350306
3889752,3387662
3889752,3392787
3889753,2680009
3889753,3543856
3889753,3828854
3889754,1067803
3889754,1708869
3889754,2702599
3889754,3350306
3889755,1067803
3889755,1708869
3889755,2856010
3889755,2960369
3889755,3350306
3889755,3387662
3889756,1067803
3889756,1708869
3889756,2856010
3889756,2960369
3889756,3350306
3889756,3387662
3889757,1067803
3889757,1708869
3889757,2057840
3889757,2702599
3889757,3350306
3889758,2357682
3889758,2704582
3889758,3251420
3889759,3091930
3889759,3434557
3889759,3435616
3889759,3480099
3889759,3516260
3889759,3605583
3889759,3641765
3889759,3736732
3889760,1396038
3889760,2747489
3889760,3090141
3889760,3724557
3889761,2515351
3889761,2800066
3889762,1390834
3889762,2269033
3889762,2423787
3889762,2762661
3889763,3620269
3889763,3698455
3889763,3733700
3889764,1801788
3889764,2168116
3889764,2329225
3889764,2374922
3889764,2776816
3889764,2804150
3889764,3005507
3889764,3094175
3889764,3130798
3889764,3185227
3889764,3268017
3889764,3596720
3889764,3605913
3889764,3773110
3889765,2833120
3889765,2926000
3889766,2710171
3889766,2799478
3889766,3302736
3889767,3172492
3889767,3443652
3889767,3580343
3889767,3650340
3889767,3743041
3889767,3800895
3889768,2646274
3889768,3148742
3889768,3160219
3889768,3347328
3889768,3443653
3889768,3532175
3889768,3647010
3889768,3656569
3889769,2988159
3889769,3096840
3889770,1804257
3889770,2727581
3889770,3255837
3889770,3719244
3889771,3488947
3889771,3498057
3889772,2308607
3889772,3084971
3889772,3593750
3889773,2544831
3889773,2586273
3889773,2618170
3889773,3766795
3889773,3770073
3889773,3786887
3889773,3800901
3889774,1915267
3889774,2174846
3889775,272595
3889775,1604328
3889775,3181636
3889775,3208543
3889775,3458007
3889775,3590939
3889776,425637
3889776,2020903
3889776,2058932
3889776,2340389
3889776,2531139
3889776,2548965
3889776,2620893
3889776,2956895
3889776,3077206
3889776,3094394
3889776,3468397
3889776,3698510
3889777,2073312
3889777,3739875
3889778,1892340
3889778,3131753
3889778,3135401
3889778,3259369
3889778,3373844
3889778,3464519
3889778,3485321
3889779,962691
3889779,1142955
3889779,2888305
3889779,3045786
3889779,3282378
3889780,3240502
3889780,3289953
3889780,3424857
3889780,3467395
3889781,2531095
3889781,3144916
3889781,3283854
3889782,2256314
3889782,2299445
3889782,2438534
3889782,3005562
3889783,3294035
3889783,3626484
3889784,2082277
3889784,2329097
3889784,2552571
3889784,3468402
3889784,3762517
3889785,3166159
3889785,3361229
3889785,3421603
3889785,3661231
3889786,1865311
3889786,2059170
3889786,2091602
3889786,2563769
3889786,2633944
3889786,3003598
3889787,1806338
3889787,2800981
3889787,2997291
3889787,3199638
3889787,3724615
3889787,3751104
3889787,3781943
3889789,2210976
3889789,2224440
3889789,2314227
3889789,2539534
3889789,2838920
3889789,3212613
3889789,3675444
3889790,796990
3889790,919101
3889790,1596192
3889790,1818910
3889790,2286585
3889791,362793
3889791,460489
3889791,840574
3889791,1523681
3889791,1733573
3889791,1747752
3889791,1825678
3889791,2530320
3889791,2731466
3889791,3379219
3889791,3693812
3889792,2763356
3889792,3266611
3889792,3837454
3889793,2728289
3889793,2928338
3889793,3302562
3889793,3333667
3889793,3690431
3889793,3698528
3889793,3782520
3889794,661628
3889794,965421
3889794,1749835
3889795,1015594
3889795,1871232
3889795,1944023
3889795,2825450
3889795,2902136
3889795,3349887
3889795,3425532
3889795,3513957
3889795,3604549
3889795,3632052
3889795,3643779
3889796,2761578
3889796,3147846
3889796,3223964
3889796,3254755
3889796,3578146
3889796,3633879
3889797,2353638
3889797,2728466
3889797,3049247
3889797,3075653
3889797,3168268
3889797,3307162
3889797,3725867
3889797,3726383
3889798,1096857
3889798,2167049
3889798,3610391
3889799,2322485
3889799,2438083
3889799,3216553
3889800,3777875
3889801,3220723
3889801,3425610
3889801,3618935
3889802,756600
3889802,2759596
3889803,853129
3889803,888765
3889803,2762496
3889803,2981401
3889803,3094206
3889803,3111215
3889803,3363744
3889803,3570651
3889803,3653493
3889803,3682295
3889804,2779465
3889804,3038473
3889804,3343664
3889804,3414927
3889804,3638786
3889805,747175
3889805,1240520
3889805,2724208
3889805,2903814
3889805,3040923
3889805,3155264
3889805,3181693
3889805,3200943
3889805,3310905
3889805,3465467
3889806,1773152
3889806,2847780
3889806,3220176
3889806,3284272
3889806,3380834
3889807,1861948
3889807,1910930
3889807,1911125
3889807,1921015
3889807,2681142
3889807,2714469
3889807,2990054
3889807,3233727
3889807,3257023
3889807,3415357
3889808,2110123
3889808,3035691
3889808,3036700
3889808,3074540
3889808,3075639
3889808,3732975
3889809,1861683
3889809,1937424
3889809,2183074
3889809,2357646
3889809,2459391
3889809,2955789
3889809,3071252
3889810,1791365
3889810,1822739
3889810,3621997
3889811,3270882
3889811,3343672
3889811,3352417
3889811,3460673
3889811,3574328
3889811,3587856
3889811,3645392
3889811,3743090
3889812,686965
3889812,1446731
3889812,1649652
3889812,2323638
3889812,3446360
3889812,3712477
3889812,3716145
3889812,3812975
3889813,133781
3889813,913955
3889813,1621465
3889813,2923415
3889813,3051319
3889813,3392847
3889813,3484145
3889813,3739918
3889814,860644
3889814,1912864
3889814,2338290
3889814,2419422
3889814,2572355
3889814,2621815
3889814,2945699
3889814,2947565
3889814,3689098
3889814,3712638
3889814,3786928
3889815,2443404
3889815,3486631
3889815,3682083
3889816,481505
3889816,534116
3889816,639063
3889816,657847
3889816,758868
3889816,809315
3889816,1060020
3889816,1230653
3889816,3146888
3889816,3450268
3889816,3604564
3889817,1572454
3889817,3495716
3889817,3543943
3889817,3633761
3889817,3635350
3889817,3692376
3889817,3736036
3889817,3756383
3889817,3785499
3889818,326336
3889818,3034675
3889818,3073455
3889818,3534867
3889818,3665771
3889818,3727778
3889818,3752327
3889819,249449
3889819,621846
3889819,644828
3889819,1077921
3889819,3079008
3889819,3336878
3889820,2136255
3889820,3643701
3889821,3819061
3889822,2165912
3889822,3828630
3889823,3135554
3889823,3158270
3889823,3223253
3889823,3370719
3889823,3512659
3889823,3589533
3889823,3680717
3889824,813810
3889824,2480037
3889824,2668626
3889824,2934221
3889824,3070368
3889824,3083013
3889824,3278048
3889824,3338370
3889824,3409150
3889824,3743123
3889825,3260379
3889825,3270897
3889825,3297171
3889825,3343689
3889825,3589495
3889825,3737053
3889825,3738510
3889826,2823834
3889826,3025981
3889826,3206045
3889827,2739719
3889827,2781924
3889827,2789707
3889827,3118551
3889827,3352440
3889828,2972224
3889828,3297180
3889828,3455471
3889828,3459131
3889828,3633359
3889829,1647821
3889829,3362671
3889829,3401804
3889829,3493135
3889829,3730367
3889830,2570070
3889830,3297242
3889830,3474484
3889830,3613915
3889831,2656050
3889831,2803363
3889831,3223259
3889831,3695539
3889832,2372870
3889832,2654494
3889832,3000522
3889832,3209932
3889833,2620930
3889833,2826322
3889833,3016973
3889833,3101128
3889833,3102307
3889833,3379281
3889833,3415339
3889833,3587893
3889834,353600
3889834,3369658
3889834,3474843
3889834,3765574
3889835,79692
3889835,651884
3889835,1878709
3889835,2541065
3889835,3038627
3889835,3115281
3889835,3279640
3889835,3409167
3889835,3434626
3889836,784128
3889836,1496585
3889836,1966244
3889836,2192328
3889836,2369381
3889836,2685964
3889837,2760669
3889837,3246828
3889837,3360180
3889837,3446415
3889837,3497127
3889838,1069477
3889838,1071375
3889838,1325537
3889838,1743600
3889838,1891522
3889839,1909028
3889839,3586204
3889839,3647110
3889840,2215566
3889840,2294175
3889840,2402360
3889840,2607228
3889840,2697242
3889840,3143885
3889840,3844442
3889841,1305041
3889841,1867351
3889841,1914409
3889841,2370243
3889841,2503944
3889841,2757843
3889842,3261504
3889842,3486665
3889842,3726432
3889843,3490642
3889843,3672529
3889844,3217951
3889844,3441167
3889845,3107814
3889845,3128012
3889845,3169895
3889845,3212669
3889846,2996001
3889846,3040727
3889846,3260404
3889846,3476265
3889847,2299403
3889847,2851191
3889847,2886209
3889847,2923436
3889847,3241712
3889847,3313441
3889847,3411375
3889848,2718982
3889848,3481509
3889848,3549972
3889848,3670226
3889849,3436443
3889849,3632246
3889849,3647309
3889849,3666141
3889849,3693946
3889849,3728058
3889849,3797808
3889850,2596074
3889850,2815767
3889850,3079050
3889851,1481255
3889851,1509072
3889851,1642418
3889851,3366336
3889852,1124742
3889852,2573624
3889852,2924393
3889852,2971681
3889852,3401843
3889852,3724724
3889852,3747807
3889852,3788523
3889853,227359
3889853,529099
3889853,1023752
3889853,1406233
3889853,3180525
3889854,2063605
3889854,2087929
3889855,2505697
3889855,3036742
3889855,3754688
3889856,3006510
3889856,3223287
3889856,3373908
3889856,3388840
3889856,3469746
3889856,3474939
3889856,3534889
3889857,3613967
3889857,3806006
3889858,294309
3889858,1269205
3889858,1570012
3889858,2171356
3889858,2669955
3889859,2822117
3889859,3206087
3889859,3355075
3889859,3653566
3889859,3733017
3889860,1185698
3889860,1564101
3889860,1719695
3889860,1815673
3889860,2137645
3889860,2999622
3889860,3450317
3889860,3482747
3889861,770371
3889861,1110150
3889861,2428906
3889861,3399009
3889861,3604228
3889861,3737171
3889861,3767036
3889862,1117736
3889862,2146883
3889862,3718268
3889862,3742794
3889863,1609004
3889863,2508083
3889863,2615376
3889863,3459080
3889863,3524364
3889864,2048112
3889864,2528553
3889864,2793946
3889864,3375098
3889864,3475160
3889864,3634064
3889864,3770421
3889864,3799521
3889865,2679045
3889865,2697831
3889865,2776431
3889865,3016538
3889866,1624360
3889866,2515026
3889866,2598627
3889866,2769534
3889866,3635330
3889866,3638848
3889866,3822036
3889867,2249430
3889867,2330927
3889867,2797845
3889867,2943780
3889867,3104027
3889867,3347356
3889867,3731873
3889868,2319919
3889868,2608340
3889868,2793802
3889868,2894618
3889868,2990995
3889868,3385424
3889869,2261291
3889869,2925171
3889869,2947415
3889869,3462070
3889869,3494457
3889869,3610517
3889869,3674135
3889869,3734394
3889870,2664358
3889870,2979113
3889870,3053386
3889870,3062373
3889870,3478952
3889870,3516537
3889870,3638790
3889871,594235
3889871,651937
3889871,2801180
3889871,2897729
3889871,2980314
3889871,3321126
3889871,3402052
3889871,3543999
3889871,3687357
3889872,906447
3889872,2533829
3889872,2799611
3889872,3620774
3889872,3653583
3889873,1447473
3889873,1683584
3889873,2607524
3889873,3043493
3889873,3489332
3889874,768100
3889874,965426
3889874,1021026
3889874,1292050
3889874,2356020
3889874,2807410
3889874,2834539
3889874,3291386
3889874,3498255
3889874,3606141
3889875,3358924
3889875,3411710
3889875,3688978
3889875,3731059
3889876,3246550
3889876,3490320
3889876,3596068
3889876,3605528
3889877,1931906
3889877,1987642
3889877,2788175
3889877,3237634
3889877,3416470
3889878,2530563
3889879,1751061
3889879,2006431
3889879,2277814
3889879,2762570
3889879,3243118
3889879,3498332
3889880,1837732
3889880,2248386
3889880,3030028
3889880,3218042
3889880,3334816
3889880,3462132
3889881,910400
3889881,1678398
3889881,2149660
3889881,2959360
3889881,3352245
3889881,3465737
3889881,3524471
3889881,3587978
3889881,3818928
3889882,2938335
3889882,3032981
3889882,3372874
3889882,3524588
3889882,3587973
3889883,1570484
3889883,2309715
3889883,3085807
3889883,3174758
3889883,3313549
3889883,3539113
3889884,887693
3889884,994596
3889884,1097919
3889885,2289612
3889885,2769623
3889885,3073535
3889885,3085756
3889885,3145936
3889886,2001075
3889886,2820595
3889886,3151814
3889886,3489354
3889886,3655138
3889887,1060283
3889887,1807975
3889887,1985888
3889887,3677316
3889887,3732740
3889887,3751859
3889887,3793792
3889888,2208040
3889888,2213166
3889888,2398932
3889888,2628037
3889888,2643065
3889888,2865571
3889888,3602441
3889889,373342
3889889,760010
3889889,1428687
3889889,1762368
3889889,2466443
3889889,3664592
3889889,3680799
3889890,817610
3889890,1021167
3889890,2214707
3889890,2561043
3889890,2937815
3889890,3207450
3889891,1178566
3889891,1230009
3889891,1333147
3889891,3649447
3889892,2787427
3889892,2860839
3889892,2942796
3889892,3163066
3889892,3202374
3889892,3258217
3889892,3297716
3889892,3345009
3889892,3365141
3889892,3614011
3889892,3630462
3889893,3323740
3889893,3633841
3889893,3701318
3889893,3730449
3889893,3759456
3889894,1942186
3889894,2032214
3889894,2719679
3889894,2904280
3889894,3648944
3889895,1881589
3889895,2667311
3889895,3101915
3889895,3202376
3889895,3289967
3889895,3630463
3889896,2555856
3889896,2726828
3889896,2742242
3889896,2907534
3889897,2586386
3889897,2587652
3889897,2896912
3889897,3318550
3889897,3332638
3889897,3716201
3889898,3122339
3889898,3397849
3889898,3578260
3889899,737531
3889899,914793
3889899,1264351
3889900,2916228
3889900,3143270
3889900,3306548
3889900,3642229
3889900,3712559
3889901,3114513
3889901,3140832
3889901,3575361
3889902,984269
3889902,2657880
3889902,2966318
3889902,3002712
3889902,3154917
3889902,3280560
3889902,3388878
3889902,3395881
3889902,3438581
3889902,3783618
3889903,2514105
3889903,3009668
3889904,2295539
3889904,2479139
3889904,2644548
3889904,2665772
3889904,2955625
3889904,3154087
3889905,1613252
3889905,1771511
3889905,1956775
3889906,3020012
3889906,3021099
3889906,3117756
3889906,3212738
3889906,3374975
3889906,3470969
3889906,3476193
3889906,3711047
3889907,1579185
3889907,2118085
3889907,2739774
3889907,2908456
3889907,3351308
3889907,3351309
3889907,3717318
3889907,3815852
3889908,3010687
3889908,3304037
3889909,1248207
3889909,1727701
3889909,2948937
3889909,3229026
3889909,3366356
3889909,3632069
3889909,3749818
3889910,649900
3889910,852656
3889910,2072472
3889910,2598529
3889910,2604884
3889910,2696963
3889910,3026079
3889910,3185416
3889910,3547390
3889911,2039369
3889911,2993254
3889911,3443831
3889912,375585
3889912,722387
3889912,1405958
3889912,1518441
3889912,1743608
3889912,1962330
3889912,2144242
3889912,2163511
3889912,2386861
3889912,2706100
3889913,2096437
3889913,2195349
3889913,2261504
3889913,2336433
3889913,2812222
3889913,3350046
3889913,3394912
3889913,3491979
3889913,3685872
3889913,3711057
3889914,747188
3889914,1822175
3889914,3114215
3889914,3140558
3889915,3409317
3889915,3583734
3889915,3784149
3889916,1157895
3889916,1365718
3889916,1808912
3889916,1970860
3889916,2366401
3889916,2959835
3889916,3685782
3889916,3685783
3889916,3688454
3889917,847120
3889917,1402084
3889917,2204151
3889917,2550977
3889918,2686963
3889918,2863197
3889918,3114219
3889918,3237248
3889918,3579724
3889918,3758066
3889919,2691804
3889919,3377662
3889919,3753544
3889920,1124237
3889920,1925400
3889920,2890490
3889920,3045290
3889920,3339239
3889920,3484516
3889920,3737272
3889921,1304571
3889921,2792613
3889921,2922255
3889921,2978780
3889921,3097397
3889921,3171163
3889921,3225414
3889921,3236491
3889921,3595301
3889922,2431283
3889922,2564569
3889922,2890014
3889922,3385561
3889922,3402912
3889922,3414693
3889923,2192339
3889923,2497139
3889923,2573177
3889923,2777664
3889923,3037738
3889923,3458172
3889923,3502355
3889923,3672704
3889924,3122351
3889924,3306317
3889924,3505888
3889925,1756615
3889925,3036813
3889925,3696831
3889926,3522931
3889926,3556480
3889926,3572636
3889926,3685801
3889927,1536413
3889927,2830788
3889927,3257099
3889927,3317185
3889927,3565400
3889927,3598369
3889928,2306045
3889928,2346917
3889928,2411094
3889928,2443763
3889928,2575476
3889928,2810980
3889928,2978195
3889928,3049308
3889928,3281087
3889928,3778003
3889929,2109297
3889929,2274339
3889929,2609181
3889929,2923379
3889929,3153391
3889929,3223385
3889930,1045079
3889930,3123084
3889930,3608871
3889930,3614069
3889930,3700937
3889930,3831905
3889931,2078065
3889931,2321810
3889931,3249340
3889931,3369596
3889932,2970341
3889932,3158900
3889932,3287477
3889932,3347528
3889932,3355769
3889932,3522627
3889932,3613160
3889933,2725933
3889933,2767785
3889933,3130252
3889933,3216714
3889934,2744587
3889934,3207270
3889934,3419114
3889934,3425522
3889934,3510117
3889934,3645365
3889934,3666256
3889935,3018798
3889935,3048193
3889935,3059918
3889935,3635460
3889936,2773686
3889936,2902291
3889936,3190237
3889937,1713515
3889937,2615535
3889937,2752149
3889937,3059916
3889938,2910888
3889938,3166950
3889938,3526154
3889939,2048765
3889939,3204502
3889939,3424041
3889939,3482477
3889939,3521512
3889940,2572289
3889940,3143895
3889941,1170209
3889941,3191926
3889942,2766044
3889942,3135186
3889942,3634010
3889942,3758208
3889943,3790158
3889944,1238920
3889944,2325456
3889944,2513021
3889944,2525377
3889944,2601887
3889944,3090273
3889945,731439
3889945,1188136
3889945,1357778
3889945,1524758
3889945,2623749
3889945,3085800
3889945,3591176
3889945,3602505
3889945,3610618
3889945,3610625
3889945,3743288
3889946,2606764
3889946,2609198
3889946,2943856
3889946,3186593
3889946,3206197
3889946,3424457
3889947,3166318
3889947,3172663
3889947,3240493
3889947,3514104
3889948,3114549
3889948,3377064
3889948,3547438
3889948,3580574
3889948,3684283
3889949,3044776
3889950,2791868
3889950,3768202
3889950,3830011
3889951,2099735
3889951,2414125
3889951,2428325
3889951,2742931
3889951,2815015
3889951,2836529
3889951,2878020
3889951,3466219
3889951,3640533
3889951,3644165
